date,oil_price
2016-12-21,50.4027
2016-12-20,51.5413
2016-12-19,51.0242
2016-12-18,50.7849
2016-12-17,50.8061
2016-12-16,50.8061
2016-12-15,50.0743
2016-12-14,48.3685
2016-12-13,49.3241
2016-12-12,49.4212
2016-12-11,51.1214
2016-12-10,48.7347
2016-12-09,48.7347
2016-12-08,48.0582
2016-12-07,46.4279
2016-12-06,47.5653
2016-12-05,47.6206
2016-12-04,48.5951
2016-12-03,48.456
2016-12-02,48.456
2016-12-01,48.0316
2016-11-30,46.4348
2016-11-29,42.5311
2016-11-28,44.1115
2016-11-27,42.6912
2016-11-26,43.4112
2016-11-25,43.4112
2016-11-24,45.423
2016-11-23,45.5666
2016-11-22,45.1774
2016-11-21,45.7366
2016-11-20,44.2549
2016-11-19,43.7592
2016-11-18,43.7592
2016-11-17,42.9639
2016-11-16,42.942
2016-11-15,42.6262
2016-11-14,40.6467
2016-11-13,40.18
2016-11-12,39.707
2016-11-11,39.707
2016-11-10,40.7926
2016-11-09,41.4552
2016-11-08,40.7334
2016-11-07,40.5939
2016-11-06,40.1476
2016-11-05,39.6083
2016-11-04,39.6083
2016-11-03,40.3112
2016-11-02,41.1693
2016-11-01,41.9496
2016-10-31,42.709
2016-10-30,44.018
2016-10-29,44.2934
2016-10-28,44.2934
2016-10-27,45.5628
2016-10-26,45.144
2016-10-25,45.323
2016-10-24,46.4052
2016-10-23,46.5702
2016-10-22,46.8461
2016-10-21,46.8461
2016-10-20,46.3351
2016-10-19,47.1338
2016-10-18,46.5588
2016-10-17,45.932
2016-10-16,45.6496
2016-10-15,45.8562
2016-10-14,45.8562
2016-10-13,45.7849
2016-10-12,45.2613
2016-10-11,45.8887
2016-10-10,46.008
2016-10-09,44.1589
2016-10-08,44.2645
2016-10-07,44.2645
2016-10-06,45.335
2016-10-05,44.3172
2016-10-04,43.902
2016-10-03,43.5035
2016-10-02,42.6148
2016-10-01,42.739
2016-09-30,42.739
2016-09-29,42.577
2016-09-28,42.02
2016-09-27,40.0765
2016-09-26,40.6058
2016-09-25,39.9698
2016-09-24,39.7066
2016-09-23,39.7066
2016-09-22,40.9712
2016-09-21,40.748
2016-09-20,40.2359
2016-09-19,39.1956
2016-09-18,39.4719
2016-09-17,39.2601
2016-09-16,39.2601
2016-09-15,39.2897
2016-09-14,38.8898
2016-09-13,40.3423
2016-09-12,40.9454
2016-09-11,40.3284
2016-09-10,40.6957
2016-09-09,40.6957
2016-09-08,41.9949
2016-09-07,41.0284
2016-09-06,39.784
2016-09-05,40.4396
2016-09-04,39.62
2016-09-03,39.6643
2016-09-02,39.6643
2016-09-01,38.8969
2016-08-31,40.2076
2016-08-30,41.4453
2016-08-29,42.0703
2016-08-28,42.0668
2016-08-27,42.2421
2016-08-26,42.2421
2016-08-25,41.9552
2016-08-24,41.5394
2016-08-23,42.0534
2016-08-22,41.8655
2016-08-21,43.0308
2016-08-20,43.3416
2016-08-19,43.3416
2016-08-18,43.1173
2016-08-17,42.0938
2016-08-16,41.0691
2016-08-15,40.8012
2016-08-14,39.987
2016-08-13,40.0454
2016-08-12,40.0454
2016-08-11,39.1432
2016-08-10,37.1038
2016-08-09,38.4265
2016-08-08,38.6708
2016-08-07,37.7822
2016-08-06,37.8631
2016-08-05,37.8631
2016-08-04,37.5386
2016-08-03,36.9015
2016-08-02,35.3732
2016-08-01,35.9326
2016-07-31,37.0245
2016-07-30,37.0315
2016-07-29,37.0315
2016-07-28,37.0249
2016-07-27,37.9947
2016-07-26,38.8731
2016-07-25,39.3194
2016-07-24,40.2371
2016-07-23,40.3104
2016-07-22,40.3104
2016-07-21,40.5166
2016-07-20,41.4539
2016-07-19,41.3004
2016-07-18,41.4958
2016-07-17,42.1302
2016-07-16,42.5853
2016-07-15,42.5853
2016-07-14,40.8577
2016-07-13,40.6491
2016-07-12,41.9806
2016-07-11,40.3627
2016-07-10,40.9122
2016-07-09,40.8419
2016-07-08,40.8419
2016-07-07,40.9203
2016-07-06,43.1303
2016-07-05,42.2666
2016-07-04,43.5943
2016-07-03,44.1021
2016-07-02,44.2462
2016-07-01,44.2462
2016-06-30,43.6329
2016-06-29,44.4408
2016-06-28,43.646
2016-06-27,42.4374
2016-06-26,42.7443
2016-06-25,42.8612
2016-06-24,42.8612
2016-06-23,44.0685
2016-06-22,43.5805
2016-06-21,44.6573
2016-06-20,44.0792
2016-06-19,43.1702
2016-06-18,43.3159
2016-06-17,43.3159
2016-06-16,41.5167
2016-06-15,42.2843
2016-06-14,42.6438
2016-06-13,42.9511
2016-06-12,43.3111
2016-06-11,43.4359
2016-06-10,43.4359
2016-06-09,44.6461
2016-06-08,45.1915
2016-06-07,44.3727
2016-06-06,43.6947
2016-06-05,43.0251
2016-06-04,42.9896
2016-06-03,42.9896
2016-06-02,43.9673
2016-06-01,43.7501
2016-05-31,43.9424
2016-05-30,44.3971
2016-05-29,44.7255
2016-05-28,44.6103
2016-05-27,44.6103
2016-05-26,44.076
2016-05-25,44.4796
2016-05-24,44.1762
2016-05-23,42.8788
2016-05-22,43.0029
2016-05-21,43.1915
2016-05-20,43.1915
2016-05-19,43.6291
2016-05-18,43.2324
2016-05-17,43.4778
2016-05-16,42.2858
2016-05-15,40.8774
2016-05-14,40.9993
2016-05-13,40.9993
2016-05-12,40.756
2016-05-11,40.2177
2016-05-10,39.2044
2016-05-09,38.0611
2016-05-08,40.1733
2016-05-07,39.087
2016-05-06,39.087
2016-05-05,38.9839
2016-05-04,38.5969
2016-05-03,38.0491
2016-05-02,38.9047
2016-05-01,39.7952
2016-04-30,40.1904
2016-04-29,40.1904
2016-04-28,40.2307
2016-04-27,39.8957
2016-04-26,39.4044
2016-04-25,38.1408
2016-04-24,38.7731
2016-04-23,38.9654
2016-04-22,38.9654
2016-04-21,38.433
2016-04-20,38.8233
2016-04-19,36.9053
2016-04-18,36.6177
2016-04-17,34.931
2016-04-16,37.0145
2016-04-15,37.0145
2016-04-14,36.7435
2016-04-13,36.913
2016-04-12,36.6105
2016-04-11,35.2356
2016-04-10,35.2865
2016-04-09,34.8111
2016-04-08,34.8111
2016-04-07,33.0643
2016-04-06,33.1809
2016-04-05,32.1208
2016-04-04,31.1408
2016-04-03,31.8967
2016-04-02,32.1733
2016-04-01,32.1733
2016-03-31,33.6457
2016-03-30,33.5841
2016-03-29,34.2021
2016-03-28,35.2227
2016-03-27,35.6039
2016-03-26,35.4462
2016-03-25,35.4462
2016-03-24,35.4502
2016-03-23,35.3964
2016-03-22,36.6484
2016-03-21,36.9871
2016-03-20,36.2084
2016-03-19,36.5131
2016-03-18,36.5131
2016-03-17,36.7279
2016-03-16,35.9602
2016-03-15,33.2341
2016-03-14,33.6056
2016-03-13,34.3778
2016-03-12,34.5111
2016-03-11,34.5111
2016-03-10,34.0284
2016-03-09,34.8025
2016-03-08,33.1705
2016-03-07,34.3946
2016-03-06,32.9865
2016-03-05,32.988
2016-03-04,32.988
2016-03-03,31.7317
2016-03-02,31.8664
2016-03-01,31.1401
2016-02-29,31.0087
2016-02-28,29.8276
2016-02-27,30.0446
2016-02-26,30.0446
2016-02-25,30.0071
2016-02-24,29.2404
2016-02-23,28.4844
2016-02-22,30.1777
2016-02-21,28.597
2016-02-20,28.7088
2016-02-19,28.7088
2016-02-18,29.3787
2016-02-17,30.3119
2016-02-16,26.2535
2016-02-15,27.3855
2016-02-14,25.9133
2016-02-13,25.835
2016-02-12,25.835
2016-02-11,24.1191
2016-02-10,24.2524
2016-02-09,25.1457
2016-02-08,26.9718
2016-02-07,27.6598
2016-02-06,27.7839
2016-02-05,27.7839
2016-02-04,28.1938
2016-02-03,29.271
2016-02-02,27.1553
2016-02-01,28.7382
2016-01-31,31.0713
2016-01-30,31.1647
2016-01-29,31.1647
2016-01-28,30.6651
2016-01-27,29.4143
2016-01-26,28.2138
2016-01-25,27.4373
2016-01-24,29.9662
2016-01-23,29.8642
2016-01-22,29.8642
2016-01-21,27.4756
2016-01-20,26.2794
2016-01-19,27.0692
2016-01-18,27.5723
2016-01-17,27.2451
2016-01-16,28.0883
2016-01-15,28.0883
2016-01-14,29.501
2016-01-13,28.2541
2016-01-12,28.3185
2016-01-11,28.8446
2016-01-10,29.7574
2016-01-09,30.0971
2016-01-08,30.0971
2016-01-07,30.4825
2016-01-06,31.7553
2016-01-05,33.7263
2016-01-04,34.0683
2016-01-03,34.9645
2016-01-02,34.4495
2016-01-01,34.4495
2015-12-31,34.4495
2015-12-30,33.5882
2015-12-29,34.107
2015-12-28,33.4639
2015-12-27,34.5767
2015-12-26,34.7936
2015-12-25,34.7936
2015-12-24,34.7936
2015-12-23,34.6752
2015-12-22,33.3144
2015-12-21,32.8689
2015-12-20,32.9042
2015-12-19,32.9919
2015-12-18,32.9919
2015-12-17,33.3048
2015-12-16,33.9534
2015-12-15,33.6671
2015-12-14,32.9308
2015-12-13,32.3553
2015-12-12,32.1562
2015-12-11,32.1562
2015-12-10,33.4494
2015-12-09,33.9494
2015-12-08,34.8901
2015-12-07,34.8602
2015-12-06,36.3651
2015-12-05,36.8897
2015-12-04,36.8897
2015-12-03,37.8634
2015-12-02,37.8535
2015-12-01,39.2079
2015-11-30,39.4275
2015-11-29,39.5236
2015-11-28,39.4121
2015-11-27,39.4121
2015-11-26,40.1651
2015-11-25,40.5538
2015-11-24,40.1342
2015-11-23,39.5836
2015-11-22,39.0233
2015-11-21,38.9567
2015-11-20,38.9567
2015-11-19,39.0915
2015-11-18,39.5239
2015-11-17,39.4853
2015-11-16,39.1628
2015-11-15,38.2244
2015-11-14,37.8125
2015-11-13,37.8125
2015-11-12,38.5261
2015-11-11,40.0444
2015-11-10,40.6782
2015-11-09,41.0214
2015-11-08,41.3154
2015-11-07,41.4592
2015-11-06,41.4592
2015-11-05,41.7533
2015-11-04,42.7917
2015-11-03,43.6073
2015-11-02,42.0656
2015-11-01,41.9452
2015-10-31,42.1537
2015-10-30,42.1537
2015-10-29,41.6315
2015-10-28,42.1236
2015-10-27,39.2724
2015-10-26,39.6688
2015-10-25,40.4781
2015-10-24,40.616
2015-10-23,40.616
2015-10-22,40.8457
2015-10-21,39.835
2015-10-20,40.479
2015-10-19,41.0685
2015-10-18,42.1733
2015-10-17,42.0409
2015-10-16,42.0409
2015-10-15,41.6872
2015-10-14,40.3614
2015-10-13,41.0068
2015-10-12,41.9013
2015-10-11,43.8499
2015-10-10,43.5843
2015-10-09,43.5843
2015-10-08,43.9336
2015-10-07,43.0104
2015-10-06,43.2801
2015-10-05,41.3311
2015-10-04,40.3434
2015-10-03,40.7075
2015-10-02,40.7075
2015-10-01,40.3425
2015-09-30,40.5189
2015-09-29,39.8683
2015-09-28,39.6231
2015-09-27,40.5763
2015-09-26,40.4869
2015-09-25,40.4869
2015-09-24,40.2655
2015-09-23,39.9281
2015-09-22,41.8046
2015-09-21,41.6247
2015-09-20,39.97
2015-09-19,40.0329
2015-09-18,40.0329
2015-09-17,41.2942
2015-09-16,42.0123
2015-09-15,39.9456
2015-09-14,39.0511
2015-09-13,39.5334
2015-09-12,39.4939
2015-09-11,39.4939
2015-09-10,40.3341
2015-09-09,39.3723
2015-09-08,40.6807
2015-09-07,39.8252
2015-09-06,41.0603
2015-09-05,40.9712
2015-09-04,40.9712
2015-09-03,41.9726
2015-09-02,41.1277
2015-09-01,38.9474
2015-08-31,42.5602
2015-08-30,39.9305
2015-08-29,40.4561
2015-08-28,40.4561
2015-08-27,37.932
2015-08-26,34.4766
2015-08-25,34.2765
2015-08-24,33.083
2015-08-23,35.4037
2015-08-22,35.3357
2015-08-21,35.3357
2015-08-20,36.5733
2015-08-19,36.9473
2015-08-18,38.8242
2015-08-17,38.2698
2015-08-16,37.8606
2015-08-15,37.9242
2015-08-14,37.9242
2015-08-13,37.6153
2015-08-12,38.8893
2015-08-11,39.1771
2015-08-10,40.6658
2015-08-09,39.7398
2015-08-08,39.9278
2015-08-07,39.9278
2015-08-06,40.9785
2015-08-05,41.4445
2015-08-04,42.1269
2015-08-03,41.4533
2015-08-02,42.5933
2015-08-01,42.612
2015-07-31,42.612
2015-07-30,44.4084
2015-07-29,44.5651
2015-07-28,43.1408
2015-07-27,42.4567
2015-07-26,43.8134
2015-07-25,43.7515
2015-07-24,43.7515
2015-07-23,44.3672
2015-07-22,45.0636
2015-07-21,46.2609
2015-07-20,46.4612
2015-07-19,47.2551
2015-07-18,47.2133
2015-07-17,47.2133
2015-07-16,47.1637
2015-07-15,47.1557
2015-07-14,48.4392
2015-07-13,47.2315
2015-07-12,46.6858
2015-07-11,47.355
2015-07-10,47.355
2015-07-09,47.7069
2015-07-08,46.8968
2015-07-07,47.9649
2015-07-06,47.8424
2015-07-05,49.8228
2015-07-04,49.9684
2015-07-03,49.9684
2015-07-02,51.0069
2015-07-01,51.582
2015-06-30,53.013
2015-06-29,51.954
2015-06-28,53.5019
2015-06-27,53.3772
2015-06-26,53.3772
2015-06-25,53.2621
2015-06-24,53.7348
2015-06-23,54.7189
2015-06-22,53.0389
2015-06-21,52.5541
2015-06-20,52.6419
2015-06-19,52.6419
2015-06-18,53.5147
2015-06-17,53.0527
2015-06-16,53.3621
2015-06-15,52.8301
2015-06-14,53.1786
2015-06-13,53.2915
2015-06-12,53.2915
2015-06-11,53.8664
2015-06-10,53.9462
2015-06-09,53.7053
2015-06-08,51.6573
2015-06-07,52.9191
2015-06-06,53.057
2015-06-05,53.057
2015-06-04,51.7182
2015-06-03,52.9674
2015-06-02,54.6457
2015-06-01,55.0861
2015-05-31,54.6707
2015-05-30,54.8636
2015-05-29,54.8636
2015-05-28,53.0602
2015-05-27,52.9382
2015-05-26,53.6894
2015-05-25,54.5517
2015-05-24,54.4756
2015-05-23,54.3892
2015-05-22,54.3892
2015-05-21,54.6796
2015-05-20,52.9365
2015-05-19,52.3911
2015-05-18,53.286
2015-05-17,52.9877
2015-05-16,53.0869
2015-05-15,53.0869
2015-05-14,53.2059
2015-05-13,52.9131
2015-05-12,54.6338
2015-05-11,53.1989
2015-05-10,52.9232
2015-05-09,53.0381
2015-05-08,53.0381
2015-05-07,52.5063
2015-05-06,53.2506
2015-05-05,54.3619
2015-05-04,52.9304
2015-05-03,52.9066
2015-05-02,52.8613
2015-05-01,52.8613
2015-04-30,53.3265
2015-04-29,52.6921
2015-04-28,51.8568
2015-04-27,52.0871
2015-04-26,52.6573
2015-04-25,52.6808
2015-04-24,52.6808
2015-04-23,53.2382
2015-04-22,52.4978
2015-04-21,52.4565
2015-04-20,53.8117
2015-04-19,53.5692
2015-04-18,53.3028
2015-04-17,53.3028
2015-04-16,52.5999
2015-04-15,52.4989
2015-04-14,50.2208
2015-04-13,49.1297
2015-04-12,48.5838
2015-04-11,48.7631
2015-04-10,48.7631
2015-04-09,47.5447
2015-04-08,47.214
2015-04-07,48.8384
2015-04-06,47.4693
2015-04-05,45.1767
2015-04-04,45.1503
2015-04-03,45.1503
2015-04-02,45.5345
2015-04-01,45.9652
2015-03-31,44.4081
2015-03-30,44.8514
2015-03-29,44.2502
2015-03-28,44.5388
2015-03-27,44.5388
2015-03-26,46.9389
2015-03-25,44.5975
2015-03-24,43.4579
2015-03-23,43.2646
2015-03-22,42.5105
2015-03-21,42.9396
2015-03-20,42.9396
2015-03-19,42.7607
2015-03-18,42.9627
2015-03-17,42.0867
2015-03-16,41.4405
2015-03-15,41.8083
2015-03-14,42.878
2015-03-13,42.878
2015-03-12,44.3038
2015-03-11,45.8775
2015-03-10,45.5208
2015-03-09,46.075
2015-03-08,45.5333
2015-03-07,45.8574
2015-03-06,45.8574
2015-03-05,46.1935
2015-03-04,46.6226
2015-03-03,45.1377
2015-03-02,44.5656
2015-03-01,44.2448
2015-02-28,44.1457
2015-02-27,44.1457
2015-02-26,43.6248
2015-02-25,44.7949
2015-02-24,43.3967
2015-02-23,43.568
2015-02-22,44.2869
2015-02-21,44.6233
2015-02-20,44.6233
2015-02-19,45.7117
2015-02-18,44.9527
2015-02-17,47.2917
2015-02-16,46.6108
2015-02-15,46.6752
2015-02-14,46.2299
2015-02-13,46.2299
2015-02-12,44.9284
2015-02-11,43.5435
2015-02-10,44.8525
2015-02-09,46.3453
2015-02-08,46.5924
2015-02-07,46.0786
2015-02-06,46.0786
2015-02-05,44.7112
2015-02-04,42.955
2015-02-03,45.2757
2015-02-02,44.4282
2015-02-01,41.8598
2015-01-31,42.265
2015-01-30,42.265
2015-01-29,39.3344
2015-01-28,39.3972
2015-01-27,40.0154
2015-01-26,40.1489
2015-01-25,39.9243
2015-01-24,40.4447
2015-01-23,40.4447
2015-01-22,41.7206
2015-01-21,40.7266
2015-01-20,40.4957
2015-01-19,41.2059
2015-01-18,42.2359
2015-01-17,42.2912
2015-01-16,42.2912
2015-01-15,40.0902
2015-01-14,41.959
2015-01-13,39.0877
2015-01-12,38.6627
2015-01-11,40.1868
2015-01-10,40.6814
2015-01-09,40.6814
2015-01-08,41.8293
2015-01-07,41.0482
2015-01-06,40.3817
2015-01-05,41.9574
2015-01-04,43.7237
2015-01-03,43.8585
2015-01-02,43.8585
2015-01-01,45.1353
2014-12-31,43.6559
2014-12-30,44.1678
2014-12-29,44.0834
2014-12-28,45.3672
2014-12-27,45.2389
2014-12-26,45.2389
2014-12-25,45.7872
2014-12-24,45.3458
2014-12-23,46.6233
2014-12-22,45.274
2014-12-21,46.9013
2014-12-20,47.3229
2014-12-19,47.3229
2014-12-18,44.8566
2014-12-17,45.9877
2014-12-16,44.2421
2014-12-15,44.7704
2014-12-14,45.4092
2014-12-13,46.1141
2014-12-12,46.1141
2014-12-11,47.748
2014-12-10,48.9677
2014-12-09,51.058
2014-12-08,51.0767
2014-12-07,52.7254
2014-12-06,53.4065
2014-12-05,53.4065
2014-12-04,53.7975
2014-12-03,54.7814
2014-12-02,54.6933
2014-12-01,55.3564
2014-11-30,51.7026
2014-11-29,53.0971
2014-11-28,53.0971
2014-11-27,55.0118
2014-11-26,58.8122
2014-11-25,59.122
2014-11-24,60.8576
2014-11-23,61.8842
2014-11-22,61.8916
2014-11-21,61.8916
2014-11-20,61.0731
2014-11-19,59.267
2014-11-18,59.2672
2014-11-17,60.5731
2014-11-16,60.4054
2014-11-15,60.5974
2014-11-14,60.5974
2014-11-13,59.5997
2014-11-12,61.9277
2014-11-11,62.1683
2014-11-10,62.146
2014-11-09,63.1887
2014-11-08,62.976
2014-11-07,62.976
2014-11-06,62.8938
2014-11-05,63.1976
2014-11-04,61.6304
2014-11-03,62.6559
2014-11-02,64.4083
2014-11-01,64.4001
2014-10-31,64.4001
2014-10-30,64.2142
2014-10-29,64.8936
2014-10-28,63.9706
2014-10-27,63.503
2014-10-26,63.9436
2014-10-25,64.1777
2014-10-24,64.1777
2014-10-23,64.703
2014-10-22,63.5755
2014-10-21,65.1082
2014-10-20,64.0129
2014-10-19,64.8876
2014-10-18,64.4746
2014-10-17,64.4746
2014-10-16,64.8124
2014-10-15,63.114
2014-10-14,65.1341
2014-10-13,66.6921
2014-10-12,66.794
2014-10-11,67.7126
2014-10-10,67.7126
2014-10-09,66.7583
2014-10-08,68.9908
2014-10-07,69.9008
2014-10-06,71.4412
2014-10-05,71.5148
2014-10-04,71.6732
2014-10-03,71.6732
2014-10-02,71.8864
2014-10-01,71.9914
2014-09-30,72.4356
2014-09-29,74.2862
2014-09-28,73.4354
2014-09-27,73.6478
2014-09-26,73.6478
2014-09-25,72.4892
2014-09-24,72.7169
2014-09-23,71.3424
2014-09-22,70.751
2014-09-21,71.3825
2014-09-20,71.5631
2014-09-19,71.5631
2014-09-18,71.1742
2014-09-17,72.2339
2014-09-16,73.1141
2014-09-15,71.7129
2014-09-14,70.8926
2014-09-13,71.1662
2014-09-12,71.1662
2014-09-11,71.9932
2014-09-10,71.1096
2014-09-09,71.8974
2014-09-08,72.2175
2014-09-07,72.1534
2014-09-06,72.1356
2014-09-05,72.1356
2014-09-04,73.09
2014-09-03,72.3529
2014-09-02,70.9039
2014-09-01,72.9903
2014-08-31,72.9111
2014-08-30,72.9958
2014-08-29,72.9958
2014-08-28,71.7362
2014-08-27,71.0654
2014-08-26,71.2731
2014-08-25,70.8327
2014-08-24,70.8149
2014-08-23,70.5005
2014-08-22,70.5005
2014-08-21,70.6836
2014-08-20,70.6045
2014-08-19,69.7166
2014-08-18,70.3069
2014-08-17,72.3583
2014-08-16,72.5314
2014-08-15,72.5314
2014-08-14,71.5114
2014-08-13,72.8297
2014-08-12,72.7423
2014-08-11,73.1009
2014-08-10,72.8882
2014-08-09,72.7084
2014-08-08,72.7084
2014-08-07,72.9291
2014-08-06,72.3941
2014-08-05,73.0561
2014-08-04,73.3395
2014-08-03,72.785
2014-08-02,72.6892
2014-08-01,72.6892
2014-07-31,73.0011
2014-07-30,74.2043
2014-07-29,75.2849
2014-07-28,75.5348
2014-07-27,75.7737
2014-07-26,75.9212
2014-07-25,75.9212
2014-07-24,75.7564
2014-07-23,76.6793
2014-07-22,75.7018
2014-07-21,75.9753
2014-07-20,75.2071
2014-07-19,75.2389
2014-07-18,75.2389
2014-07-17,76.8244
2014-07-16,74.9777
2014-07-15,73.8398
2014-07-14,74.0968
2014-07-13,74.1379
2014-07-12,73.88
2014-07-11,73.88
2014-07-10,75.5521
2014-07-09,74.6658
2014-07-08,76.0057
2014-07-07,75.9947
2014-07-06,76.3791
2014-07-05,76.3488
2014-07-04,76.3488
2014-07-03,76.492
2014-07-02,76.2898
2014-07-01,76.9567
2014-06-30,77.0798
2014-06-29,77.302
2014-06-28,77.4692
2014-06-27,77.4692
2014-06-26,77.5907
2014-06-25,78.3219
2014-06-24,78.6241
2014-06-23,77.9502
2014-06-22,78.844
2014-06-21,78.4191
2014-06-20,78.4191
2014-06-19,77.9699
2014-06-18,77.9528
2014-06-17,78.2596
2014-06-16,78.5982
2014-06-15,79.3155
2014-06-14,78.8497
2014-06-13,78.8497
2014-06-12,78.9177
2014-06-11,77.2091
2014-06-10,77.0243
2014-06-09,76.9049
2014-06-08,75.2287
2014-06-07,75.336
2014-06-06,75.336
2014-06-05,74.9936
2014-06-04,75.1639
2014-06-03,75.5041
2014-06-02,75.4606
2014-06-01,75.5468
2014-05-31,75.4693
2014-05-30,75.4693
2014-05-29,76.0928
2014-05-28,75.7678
2014-05-27,76.3235
2014-05-26,76.3974
2014-05-25,76.4961
2014-05-24,76.5617
2014-05-23,76.5617
2014-05-22,75.9298
2014-05-21,75.8317
2014-05-20,75.1096
2014-05-19,74.4161
2014-05-18,74.1569
2014-05-17,74.2517
2014-05-16,74.2517
2014-05-15,74.0814
2014-05-14,74.341
2014-05-13,74.33
2014-05-12,73.0945
2014-05-11,72.6843
2014-05-10,72.7238
2014-05-09,72.7238
2014-05-08,72.4422
2014-05-07,72.4971
2014-05-06,71.7003
2014-05-05,71.6329
2014-05-04,71.895
2014-05-03,72.0486
2014-05-02,72.0486
2014-05-01,71.606
2014-04-30,71.9306
2014-04-29,72.914
2014-04-28,72.8008
2014-04-27,72.8467
2014-04-26,72.7745
2014-04-25,72.7745
2014-04-24,73.6381
2014-04-23,73.478
2014-04-22,73.8606
2014-04-21,75.0688
2014-04-20,74.9181
2014-04-19,75.0781
2014-04-18,75.0781
2014-04-17,75.0595
2014-04-16,75.1667
2014-04-15,75.1772
2014-04-14,74.934
2014-04-13,75.1443
2014-04-12,74.4515
2014-04-11,74.4515
2014-04-10,74.4201
2014-04-09,74.6197
2014-04-08,74.178
2014-04-07,73.3178
2014-04-06,73.7063
2014-04-05,73.7755
2014-04-04,73.7755
2014-04-03,73.1902
2014-04-02,72.1271
2014-04-01,72.2264
2014-03-31,73.6194
2014-03-30,73.7927
2014-03-29,73.8709
2014-03-28,73.8709
2014-03-27,73.7699
2014-03-26,72.6732
2014-03-25,71.8443
2014-03-24,71.8096
2014-03-23,71.9046
2014-03-22,72.2186
2014-03-21,72.2186
2014-03-20,71.6136
2014-03-19,71.7591
2014-03-18,70.6992
2014-03-17,70.0326
2014-03-16,71.2589
2014-03-15,71.1598
2014-03-14,71.1598
2014-03-13,70.7959
2014-03-12,70.5627
2014-03-11,71.7715
2014-03-10,72.7303
2014-03-09,73.7915
2014-03-08,73.9638
2014-03-07,73.9638
2014-03-06,73.4281
2014-03-05,73.5463
2014-03-04,75.1954
2014-03-03,76.1935
2014-03-02,75.8569
2014-03-01,74.3714
2014-02-28,74.3714
2014-02-27,74.3931
2014-02-26,74.8076
2014-02-25,74.1945
2014-02-24,74.7245
2014-02-23,74.621
2014-02-22,74.5191
2014-02-21,74.5191
2014-02-20,74.9072
2014-02-19,74.9195
2014-02-18,74.4562
2014-02-17,73.4112
2014-02-16,73.5561
2014-02-15,73.2931
2014-02-14,73.2931
2014-02-13,73.2787
2014-02-12,73.8055
2014-02-11,73.6569
2014-02-10,73.2778
2014-02-09,73.6339
2014-02-08,73.3955
2014-02-07,73.3955
2014-02-06,72.0401
2014-02-05,72.0269
2014-02-04,72.3327
2014-02-03,71.4583
2014-02-02,72.0743
2014-02-01,72.2763
2014-01-31,72.2763
2014-01-30,72.3138
2014-01-29,71.4802
2014-01-28,71.1241
2014-01-27,69.9898
2014-01-26,70.9386
2014-01-25,70.828
2014-01-24,70.828
2014-01-23,71.0285
2014-01-22,71.3469
2014-01-21,70.1949
2014-01-20,69.3452
2014-01-19,69.7128
2014-01-18,69.6487
2014-01-17,69.6487
2014-01-16,69.1741
2014-01-15,69.481
2014-01-14,67.7214
2014-01-13,67.0542
2014-01-12,67.8875
2014-01-11,67.9064
2014-01-10,67.9064
2014-01-09,67.8437
2014-01-08,68.1877
2014-01-07,69.0025
2014-01-06,68.7317
2014-01-05,69.2728
2014-01-04,69.3432
2014-01-03,69.3432
2014-01-02,69.8248
2014-01-01,71.6879
2013-12-31,71.5972
2013-12-30,71.9468
2013-12-29,72.8954
2013-12-28,72.8296
2013-12-27,72.8296
2013-12-26,72.7947
2013-12-25,72.558
2013-12-24,72.4916
2013-12-23,71.999
2013-12-22,72.5294
2013-12-21,72.5261
2013-12-20,72.5261
2013-12-19,72.3443
2013-12-18,71.537
2013-12-17,70.8422
2013-12-16,70.8857
2013-12-15,70.4392
2013-12-14,70.2236
2013-12-13,70.2236
2013-12-12,70.8473
2013-12-11,70.6436
2013-12-10,71.7399
2013-12-09,70.8694
2013-12-08,71.2838
2013-12-07,71.3276
2013-12-06,71.3276
2013-12-05,71.3052
2013-12-04,71.4545
2013-12-03,71.453
2013-12-02,69.4499
2013-12-01,68.3132
2013-11-30,68.2771
2013-11-29,68.2771
2013-11-28,67.8314
2013-11-27,67.9317
2013-11-26,68.9507
2013-11-25,69.7755
2013-11-24,69.4291
2013-11-23,69.953
2013-11-22,69.953
2013-11-21,70.7205
2013-11-20,69.7592
2013-11-19,69.2761
2013-11-18,69.3379
2013-11-17,69.5022
2013-11-16,69.4477
2013-11-15,69.4477
2013-11-14,69.8871
2013-11-13,69.4027
2013-11-12,69.2817
2013-11-11,70.8596
2013-11-10,70.9465
2013-11-09,70.5933
2013-11-08,70.5933
2013-11-07,70.4086
2013-11-06,70.1974
2013-11-05,69.588
2013-11-04,69.9246
2013-11-03,70.0537
2013-11-02,70.1452
2013-11-01,70.1452
2013-10-31,70.9473
2013-10-30,70.3058
2013-10-29,71.0054
2013-10-28,71.3908
2013-10-27,70.6525
2013-10-26,70.8989
2013-10-25,70.8989
2013-10-24,70.4113
2013-10-23,70.4974
2013-10-22,71.2429
2013-10-21,72.7312
2013-10-20,73.8531
2013-10-19,73.8976
2013-10-18,73.8976
2013-10-17,73.7435
2013-10-16,75.5093
2013-10-15,74.7024
2013-10-14,75.4811
2013-10-13,74.8076
2013-10-12,75.1727
2013-10-11,75.1727
2013-10-10,75.8462
2013-10-09,75.0826
2013-10-08,76.2282
2013-10-07,75.9797
2013-10-06,76.2134
2013-10-05,76.4414
