time,price_actual,price_day_ahead,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,oil_price,day_of_week,hour_of_day,date
2015-01-01 00:00:00+00:00,65.41,50.1,17.0,6436.0,26118.0,45.1353,3,0,2015-01-01
2015-01-01 01:00:00+00:00,64.92,48.1,16.0,5856.0,24934.0,45.1353,3,1,2015-01-01
2015-01-01 02:00:00+00:00,64.48,47.33,8.0,5454.0,23515.0,45.1353,3,2,2015-01-01
2015-01-01 03:00:00+00:00,59.32,42.27,2.0,5151.0,22642.0,45.1353,3,3,2015-01-01
2015-01-01 04:00:00+00:00,56.04,38.41,9.0,4861.0,21785.0,45.1353,3,4,2015-01-01
2015-01-01 05:00:00+00:00,53.63,35.72,4.0,4617.0,21441.0,45.1353,3,5,2015-01-01
2015-01-01 06:00:00+00:00,51.73,35.13,3.0,4276.0,21285.0,45.1353,3,6,2015-01-01
2015-01-01 07:00:00+00:00,51.43,36.22,12.0,3994.0,21545.0,45.1353,3,7,2015-01-01
2015-01-01 08:00:00+00:00,48.98,32.4,39.0,3602.0,21443.0,45.1353,3,8,2015-01-01
2015-01-01 09:00:00+00:00,54.2,36.6,784.0,3212.0,21560.0,45.1353,3,9,2015-01-01
2015-01-01 10:00:00+00:00,58.94,43.1,1996.0,2617.0,22824.0,45.1353,3,10,2015-01-01
2015-01-01 11:00:00+00:00,59.86,45.14,2990.0,2450.0,23720.0,45.1353,3,11,2015-01-01
2015-01-01 12:00:00+00:00,60.12,45.14,3842.0,2819.0,24180.0,45.1353,3,12,2015-01-01
2015-01-01 13:00:00+00:00,62.05,47.35,3812.0,2830.0,24797.0,45.1353,3,13,2015-01-01
2015-01-01 14:00:00+00:00,62.06,47.35,3699.0,2851.0,25222.0,45.1353,3,14,2015-01-01
2015-01-01 15:00:00+00:00,59.76,43.61,3369.0,2822.0,24173.0,45.1353,3,15,2015-01-01
2015-01-01 16:00:00+00:00,61.18,44.91,2615.0,2562.0,23659.0,45.1353,3,16,2015-01-01
2015-01-01 17:00:00+00:00,64.74,48.1,1387.0,2578.0,23982.0,45.1353,3,17,2015-01-01
2015-01-01 18:00:00+00:00,74.26,58.02,399.0,2824.0,26981.0,45.1353,3,18,2015-01-01
2015-01-01 19:00:00+00:00,74.24,61.01,100.0,2801.0,28515.0,45.1353,3,19,2015-01-01
2015-01-01 20:00:00+00:00,75.64,62.69,44.0,2999.0,30482.0,45.1353,3,20,2015-01-01
2015-01-01 21:00:00+00:00,73.92,60.41,26.0,3185.0,30739.0,45.1353,3,21,2015-01-01
2015-01-01 22:00:00+00:00,70.53,58.15,13.0,3446.0,29756.0,45.1353,3,22,2015-01-01
2015-01-01 23:00:00+00:00,64.13,53.6,14.0,3482.0,27589.0,45.1353,3,23,2015-01-01
2015-01-02 00:00:00+00:00,64.02,10.0,5.0,13329.0,27309.0,43.8585,4,0,2015-01-02
2015-01-02 01:00:00+00:00,58.46,7.0,35.0,12718.0,25397.0,43.8585,4,1,2015-01-02
2015-01-02 02:00:00+00:00,54.7,5.0,43.0,12375.0,23640.0,43.8585,4,2,2015-01-02
2015-01-02 03:00:00+00:00,54.91,4.0,32.0,11524.0,22638.0,43.8585,4,3,2015-01-02
2015-01-02 04:00:00+00:00,53.07,4.0,31.0,11310.0,22238.0,43.8585,4,4,2015-01-02
2015-01-02 05:00:00+00:00,54.23,4.8,26.0,11111.0,22299.0,43.8585,4,5,2015-01-02
2015-01-02 06:00:00+00:00,58.22,5.0,21.0,11303.0,22660.0,43.8585,4,6,2015-01-02
2015-01-02 07:00:00+00:00,67.55,7.04,136.0,11297.0,23449.0,43.8585,4,7,2015-01-02
2015-01-02 08:00:00+00:00,70.33,7.04,175.0,11048.0,24067.0,43.8585,4,8,2015-01-02
2015-01-02 09:00:00+00:00,71.26,7.88,1092.0,10711.0,25737.0,43.8585,4,9,2015-01-02
2015-01-02 10:00:00+00:00,75.86,10.71,2319.0,10379.0,27883.0,43.8585,4,10,2015-01-02
2015-01-02 11:00:00+00:00,73.65,10.0,3451.0,10423.0,28969.0,43.8585,4,11,2015-01-02
2015-01-02 12:00:00+00:00,74.19,7.04,4005.0,10989.0,28894.0,43.8585,4,12,2015-01-02
2015-01-02 13:00:00+00:00,71.51,7.0,4120.0,11842.0,29460.0,43.8585,4,13,2015-01-02
2015-01-02 14:00:00+00:00,71.04,6.33,3794.0,12078.0,29389.0,43.8585,4,14,2015-01-02
2015-01-02 15:00:00+00:00,71.24,5.0,3479.0,11797.0,28231.0,43.8585,4,15,2015-01-02
2015-01-02 16:00:00+00:00,70.64,6.21,2788.0,12061.0,27716.0,43.8585,4,16,2015-01-02
2015-01-02 17:00:00+00:00,72.85,9.98,1786.0,12102.0,27981.0,43.8585,4,17,2015-01-02
2015-01-02 18:00:00+00:00,82.55,33.15,618.0,11451.0,30136.0,43.8585,4,18,2015-01-02
2015-01-02 19:00:00+00:00,83.33,50.0,170.0,10619.0,32754.0,43.8585,4,19,2015-01-02
2015-01-02 20:00:00+00:00,83.23,52.01,104.0,10216.0,33968.0,43.8585,4,20,2015-01-02
2015-01-02 21:00:00+00:00,79.06,50.01,93.0,10470.0,33870.0,43.8585,4,21,2015-01-02
2015-01-02 22:00:00+00:00,76.2,45.8,92.0,10112.0,32715.0,43.8585,4,22,2015-01-02
2015-01-02 23:00:00+00:00,71.75,41.74,81.0,9560.0,30052.0,43.8585,4,23,2015-01-02
2015-01-03 00:00:00+00:00,66.82,35.62,2.0,9313.0,26323.0,43.8585,5,0,2015-01-03
2015-01-03 01:00:00+00:00,63.35,27.1,0.0,9215.0,24301.0,43.8585,5,1,2015-01-03
2015-01-03 02:00:00+00:00,58.79,25.0,0.0,9196.0,22651.0,43.8585,5,2,2015-01-03
2015-01-03 03:00:00+00:00,57.44,20.01,2.0,9502.0,21785.0,43.8585,5,3,2015-01-03
2015-01-03 04:00:00+00:00,55.29,17.1,2.0,9617.0,21418.0,43.8585,5,4,2015-01-03
2015-01-03 05:00:00+00:00,56.22,17.22,1.0,9619.0,21317.0,43.8585,5,5,2015-01-03
2015-01-03 06:00:00+00:00,58.13,20.14,1.0,9733.0,21768.0,43.8585,5,6,2015-01-03
2015-01-03 07:00:00+00:00,62.06,19.87,37.0,9455.0,22276.0,43.8585,5,7,2015-01-03
2015-01-03 08:00:00+00:00,67.36,20.22,364.0,8564.0,22674.0,43.8585,5,8,2015-01-03
2015-01-03 09:00:00+00:00,69.21,25.22,1080.0,8062.0,24595.0,43.8585,5,9,2015-01-03
2015-01-03 10:00:00+00:00,70.35,25.13,2015.0,7573.0,26431.0,43.8585,5,10,2015-01-03
2015-01-03 11:00:00+00:00,68.77,27.1,2935.0,7689.0,27260.0,43.8585,5,11,2015-01-03
2015-01-03 12:00:00+00:00,68.82,28.71,3406.0,8082.0,27165.0,43.8585,5,12,2015-01-03
2015-01-03 13:00:00+00:00,68.23,25.0,3743.0,8571.0,27449.0,43.8585,5,13,2015-01-03
2015-01-03 14:00:00+00:00,67.97,23.68,3756.0,9082.0,27154.0,43.8585,5,14,2015-01-03
2015-01-03 15:00:00+00:00,62.76,14.87,3373.0,9168.0,26011.0,43.8585,5,15,2015-01-03
2015-01-03 16:00:00+00:00,62.03,11.7,2724.0,9502.0,25162.0,43.8585,5,16,2015-01-03
2015-01-03 17:00:00+00:00,66.69,19.52,1852.0,9020.0,24691.0,43.8585,5,17,2015-01-03
2015-01-03 18:00:00+00:00,71.5,25.13,741.0,8641.0,25293.0,43.8585,5,18,2015-01-03
2015-01-03 19:00:00+00:00,72.14,39.71,103.0,8863.0,28421.0,43.8585,5,19,2015-01-03
2015-01-03 20:00:00+00:00,72.45,44.0,111.0,9619.0,30293.0,43.8585,5,20,2015-01-03
2015-01-03 21:00:00+00:00,72.86,41.21,157.0,10158.0,30828.0,43.8585,5,21,2015-01-03
2015-01-03 22:00:00+00:00,70.1,35.69,136.0,10370.0,29896.0,43.8585,5,22,2015-01-03
2015-01-03 23:00:00+00:00,67.62,30.23,78.0,10857.0,27700.0,43.8585,5,23,2015-01-03
2015-01-04 00:00:00+00:00,55.22,24.65,584.0,8564.0,25481.0,43.7237,6,0,2015-01-04
2015-01-04 01:00:00+00:00,50.54,20.2,640.0,8335.0,23734.0,43.7237,6,1,2015-01-04
2015-01-04 02:00:00+00:00,48.68,19.16,551.0,7816.0,22658.0,43.7237,6,2,2015-01-04
2015-01-04 03:00:00+00:00,48.02,21.9,508.0,7802.0,22130.0,43.7237,6,3,2015-01-04
2015-01-04 04:00:00+00:00,47.06,14.9,445.0,7570.0,21879.0,43.7237,6,4,2015-01-04
2015-01-04 05:00:00+00:00,46.79,24.65,288.0,7595.0,22230.0,43.7237,6,5,2015-01-04
2015-01-04 06:00:00+00:00,47.63,28.01,134.0,7913.0,23903.0,43.7237,6,6,2015-01-04
2015-01-04 07:00:00+00:00,47.44,27.51,33.0,8239.0,26742.0,43.7237,6,7,2015-01-04
2015-01-04 08:00:00+00:00,50.84,33.96,379.0,8275.0,28481.0,43.7237,6,8,2015-01-04
2015-01-04 09:00:00+00:00,54.84,38.0,1381.0,8320.0,29705.0,43.7237,6,9,2015-01-04
2015-01-04 10:00:00+00:00,59.95,37.17,3378.0,8529.0,30656.0,43.7237,6,10,2015-01-04
2015-01-04 11:00:00+00:00,59.35,35.01,4727.0,8199.0,30717.0,43.7237,6,11,2015-01-04
2015-01-04 12:00:00+00:00,57.03,38.0,5221.0,7698.0,30616.0,43.7237,6,12,2015-01-04
2015-01-04 13:00:00+00:00,59.22,38.12,5765.0,7274.0,30287.0,43.7237,6,13,2015-01-04
2015-01-04 14:00:00+00:00,58.56,30.4,5661.0,7008.0,29451.0,43.7237,6,14,2015-01-04
2015-01-04 15:00:00+00:00,52.07,27.58,5540.0,7263.0,28730.0,43.7237,6,15,2015-01-04
2015-01-04 16:00:00+00:00,52.15,27.56,5319.0,7886.0,28393.0,43.7237,6,16,2015-01-04
2015-01-04 17:00:00+00:00,61.12,27.5,4766.0,8191.0,28062.0,43.7237,6,17,2015-01-04
2015-01-04 18:00:00+00:00,71.98,26.53,3965.0,8321.0,27317.0,43.7237,6,18,2015-01-04
2015-01-04 19:00:00+00:00,74.64,30.0,2680.0,8296.0,27189.0,43.7237,6,19,2015-01-04
2015-01-04 20:00:00+00:00,75.38,39.7,1189.0,8158.0,28914.0,43.7237,6,20,2015-01-04
2015-01-04 21:00:00+00:00,76.49,40.48,750.0,8677.0,30333.0,43.7237,6,21,2015-01-04
2015-01-04 22:00:00+00:00,73.83,37.97,643.0,9036.0,28341.0,43.7237,6,22,2015-01-04
2015-01-04 23:00:00+00:00,69.51,28.0,647.0,8826.0,26412.0,43.7237,6,23,2015-01-04
2015-01-05 00:00:00+00:00,70.77,43.49,399.0,7321.0,25149.0,41.9574,0,0,2015-01-05
2015-01-05 01:00:00+00:00,64.89,35.5,588.0,7474.0,23630.0,41.9574,0,1,2015-01-05
2015-01-05 02:00:00+00:00,60.91,35.2,566.0,7731.0,22590.0,41.9574,0,2,2015-01-05
2015-01-05 03:00:00+00:00,59.68,35.2,546.0,8233.0,21912.0,41.9574,0,3,2015-01-05
2015-01-05 04:00:00+00:00,58.04,30.6,386.0,8397.0,21369.0,41.9574,0,4,2015-01-05
2015-01-05 05:00:00+00:00,59.57,30.6,277.0,8437.0,20723.0,41.9574,0,5,2015-01-05
2015-01-05 06:00:00+00:00,69.73,30.6,161.0,8660.0,20498.0,41.9574,0,6,2015-01-05
2015-01-05 07:00:00+00:00,72.97,30.0,195.0,8285.0,19736.0,41.9574,0,7,2015-01-05
2015-01-05 08:00:00+00:00,77.92,30.6,685.0,8286.0,19970.0,41.9574,0,8,2015-01-05
2015-01-05 09:00:00+00:00,79.59,35.3,1669.0,8122.0,21590.0,41.9574,0,9,2015-01-05
2015-01-05 10:00:00+00:00,81.75,35.2,3011.0,8214.0,22987.0,41.9574,0,10,2015-01-05
2015-01-05 11:00:00+00:00,80.82,35.4,3344.0,8921.0,23271.0,41.9574,0,11,2015-01-05
2015-01-05 12:00:00+00:00,79.14,35.5,3932.0,9258.0,23209.0,41.9574,0,12,2015-01-05
2015-01-05 13:00:00+00:00,73.95,36.8,4236.0,9156.0,23725.0,41.9574,0,13,2015-01-05
2015-01-05 14:00:00+00:00,71.93,32.5,4215.0,9072.0,23614.0,41.9574,0,14,2015-01-05
2015-01-05 15:00:00+00:00,71.5,30.0,4050.0,8779.0,22381.0,41.9574,0,15,2015-01-05
2015-01-05 16:00:00+00:00,71.85,30.0,3728.0,8426.0,21371.0,41.9574,0,16,2015-01-05
2015-01-05 17:00:00+00:00,80.53,30.6,3175.0,7946.0,20760.0,41.9574,0,17,2015-01-05
2015-01-05 18:00:00+00:00,89.08,42.01,2658.0,7617.0,20654.0,41.9574,0,18,2015-01-05
2015-01-05 19:00:00+00:00,90.97,51.4,1764.0,6837.0,20904.0,41.9574,0,19,2015-01-05
2015-01-05 20:00:00+00:00,88.51,55.35,946.0,5836.0,22334.0,41.9574,0,20,2015-01-05
2015-01-05 21:00:00+00:00,82.85,62.0,483.0,5054.0,25504.0,41.9574,0,21,2015-01-05
2015-01-05 22:00:00+00:00,80.52,60.01,324.0,4869.0,25938.0,41.9574,0,22,2015-01-05
2015-01-05 23:00:00+00:00,72.18,57.6,347.0,4890.0,23892.0,41.9574,0,23,2015-01-05
2015-01-06 00:00:00+00:00,71.48,53.01,544.0,4104.0,24086.0,40.3817,1,0,2015-01-06
2015-01-06 01:00:00+00:00,64.76,45.65,513.0,3889.0,22554.0,40.3817,1,1,2015-01-06
2015-01-06 02:00:00+00:00,60.22,44.04,466.0,3514.0,21566.0,40.3817,1,2,2015-01-06
2015-01-06 03:00:00+00:00,57.14,43.58,481.0,3091.0,21211.0,40.3817,1,3,2015-01-06
2015-01-06 04:00:00+00:00,53.94,43.98,486.0,2691.0,21074.0,40.3817,1,4,2015-01-06
2015-01-06 05:00:00+00:00,53.43,44.91,434.0,2377.0,21579.0,40.3817,1,5,2015-01-06
2015-01-06 06:00:00+00:00,56.68,51.0,399.0,2206.0,23250.0,40.3817,1,6,2015-01-06
2015-01-06 07:00:00+00:00,63.49,55.76,475.0,1827.0,25560.0,40.3817,1,7,2015-01-06
2015-01-06 08:00:00+00:00,66.75,59.95,1408.0,1208.0,27900.0,40.3817,1,8,2015-01-06
2015-01-06 09:00:00+00:00,73.07,60.5,3077.0,759.0,29463.0,40.3817,1,9,2015-01-06
2015-01-06 10:00:00+00:00,78.95,61.29,4070.0,506.0,30133.0,40.3817,1,10,2015-01-06
2015-01-06 11:00:00+00:00,75.91,61.69,4629.0,483.0,30558.0,40.3817,1,11,2015-01-06
2015-01-06 12:00:00+00:00,73.12,61.95,4919.0,678.0,31035.0,40.3817,1,12,2015-01-06
2015-01-06 13:00:00+00:00,68.02,61.29,5014.0,1130.0,31154.0,40.3817,1,13,2015-01-06
2015-01-06 14:00:00+00:00,66.67,60.09,4875.0,1479.0,30381.0,40.3817,1,14,2015-01-06
2015-01-06 15:00:00+00:00,65.08,60.5,4686.0,2347.0,29581.0,40.3817,1,15,2015-01-06
2015-01-06 16:00:00+00:00,66.1,60.69,4404.0,3318.0,29085.0,40.3817,1,16,2015-01-06
2015-01-06 17:00:00+00:00,72.0,60.69,3907.0,3236.0,29155.0,40.3817,1,17,2015-01-06
2015-01-06 18:00:00+00:00,78.6,58.9,3456.0,3699.0,28943.0,40.3817,1,18,2015-01-06
2015-01-06 19:00:00+00:00,81.18,57.0,2719.0,3929.0,29013.0,40.3817,1,19,2015-01-06
2015-01-06 20:00:00+00:00,81.65,57.0,1615.0,4059.0,29307.0,40.3817,1,20,2015-01-06
2015-01-06 21:00:00+00:00,78.63,59.88,924.0,3823.0,29896.0,40.3817,1,21,2015-01-06
2015-01-06 22:00:00+00:00,73.2,59.6,632.0,3558.0,29310.0,40.3817,1,22,2015-01-06
2015-01-06 23:00:00+00:00,72.46,55.76,495.0,3276.0,26817.0,40.3817,1,23,2015-01-06
2015-01-07 00:00:00+00:00,67.24,59.52,597.0,6140.0,30239.0,41.0482,2,0,2015-01-07
2015-01-07 01:00:00+00:00,64.17,51.1,514.0,6205.0,28031.0,41.0482,2,1,2015-01-07
2015-01-07 02:00:00+00:00,62.12,47.03,542.0,5735.0,26635.0,41.0482,2,2,2015-01-07
2015-01-07 03:00:00+00:00,62.11,48.5,551.0,5232.0,26076.0,41.0482,2,3,2015-01-07
2015-01-07 04:00:00+00:00,60.05,48.79,550.0,4959.0,25734.0,41.0482,2,4,2015-01-07
2015-01-07 05:00:00+00:00,62.48,50.51,457.0,4784.0,25889.0,41.0482,2,5,2015-01-07
2015-01-07 06:00:00+00:00,70.01,59.13,592.0,4452.0,27135.0,41.0482,2,6,2015-01-07
2015-01-07 07:00:00+00:00,75.2,60.8,871.0,3912.0,29269.0,41.0482,2,7,2015-01-07
2015-01-07 08:00:00+00:00,83.3,61.87,1821.0,3585.0,31596.0,41.0482,2,8,2015-01-07
2015-01-07 09:00:00+00:00,93.14,64.23,3169.0,3028.0,33540.0,41.0482,2,9,2015-01-07
2015-01-07 10:00:00+00:00,100.45,66.5,4356.0,3098.0,34919.0,41.0482,2,10,2015-01-07
2015-01-07 11:00:00+00:00,95.17,67.1,4651.0,3964.0,35376.0,41.0482,2,11,2015-01-07
2015-01-07 12:00:00+00:00,85.23,66.1,4654.0,5486.0,36279.0,41.0482,2,12,2015-01-07
2015-01-07 13:00:00+00:00,81.5,65.0,4593.0,7010.0,36886.0,41.0482,2,13,2015-01-07
2015-01-07 14:00:00+00:00,77.29,59.75,4414.0,8090.0,36199.0,41.0482,2,14,2015-01-07
2015-01-07 15:00:00+00:00,76.61,59.61,4049.0,7971.0,35918.0,41.0482,2,15,2015-01-07
2015-01-07 16:00:00+00:00,77.15,59.53,3887.0,8004.0,36366.0,41.0482,2,16,2015-01-07
2015-01-07 17:00:00+00:00,79.51,61.1,4055.0,7962.0,36676.0,41.0482,2,17,2015-01-07
2015-01-07 18:00:00+00:00,91.05,61.1,3523.0,7779.0,36275.0,41.0482,2,18,2015-01-07
2015-01-07 19:00:00+00:00,95.29,61.1,2670.0,7115.0,35664.0,41.0482,2,19,2015-01-07
2015-01-07 20:00:00+00:00,91.25,61.87,1612.0,6110.0,34828.0,41.0482,2,20,2015-01-07
2015-01-07 21:00:00+00:00,87.08,63.71,743.0,5883.0,34241.0,41.0482,2,21,2015-01-07
2015-01-07 22:00:00+00:00,78.15,64.1,462.0,6276.0,33972.0,41.0482,2,22,2015-01-07
2015-01-07 23:00:00+00:00,75.07,59.13,480.0,6324.0,32057.0,41.0482,2,23,2015-01-07
2015-01-08 00:00:00+00:00,73.73,49.0,443.0,5755.0,27766.0,41.8293,3,0,2015-01-08
2015-01-08 01:00:00+00:00,70.99,46.86,363.0,5596.0,26176.0,41.8293,3,1,2015-01-08
2015-01-08 02:00:00+00:00,68.3,45.68,295.0,5218.0,24974.0,41.8293,3,2,2015-01-08
2015-01-08 03:00:00+00:00,64.22,44.99,276.0,4923.0,24173.0,41.8293,3,3,2015-01-08
2015-01-08 04:00:00+00:00,63.53,44.81,244.0,4706.0,23779.0,41.8293,3,4,2015-01-08
2015-01-08 05:00:00+00:00,66.7,44.68,212.0,4779.0,23503.0,41.8293,3,5,2015-01-08
2015-01-08 06:00:00+00:00,69.79,44.81,235.0,4867.0,23493.0,41.8293,3,6,2015-01-08
2015-01-08 07:00:00+00:00,75.57,44.81,420.0,4812.0,23562.0,41.8293,3,7,2015-01-08
2015-01-08 08:00:00+00:00,82.36,46.85,1166.0,4532.0,24929.0,41.8293,3,8,2015-01-08
2015-01-08 09:00:00+00:00,87.03,49.0,2373.0,3916.0,27227.0,41.8293,3,9,2015-01-08
2015-01-08 10:00:00+00:00,91.08,54.36,3681.0,3551.0,29193.0,41.8293,3,10,2015-01-08
2015-01-08 11:00:00+00:00,89.29,61.98,4451.0,2983.0,29950.0,41.8293,3,11,2015-01-08
2015-01-08 12:00:00+00:00,85.45,62.47,4940.0,2486.0,30333.0,41.8293,3,12,2015-01-08
2015-01-08 13:00:00+00:00,80.33,62.93,5172.0,1978.0,30711.0,41.8293,3,13,2015-01-08
2015-01-08 14:00:00+00:00,77.33,61.98,5163.0,1759.0,30055.0,41.8293,3,14,2015-01-08
2015-01-08 15:00:00+00:00,77.03,57.48,4994.0,1729.0,29123.0,41.8293,3,15,2015-01-08
2015-01-08 16:00:00+00:00,78.15,54.38,4740.0,1795.0,28632.0,41.8293,3,16,2015-01-08
2015-01-08 17:00:00+00:00,80.48,54.36,4391.0,1993.0,28356.0,41.8293,3,17,2015-01-08
2015-01-08 18:00:00+00:00,90.87,52.04,3790.0,2586.0,28124.0,41.8293,3,18,2015-01-08
2015-01-08 19:00:00+00:00,94.11,54.38,2928.0,3102.0,27922.0,41.8293,3,19,2015-01-08
2015-01-08 20:00:00+00:00,90.26,60.33,1860.0,3344.0,27925.0,41.8293,3,20,2015-01-08
2015-01-08 21:00:00+00:00,84.66,66.0,997.0,3476.0,28578.0,41.8293,3,21,2015-01-08
2015-01-08 22:00:00+00:00,77.05,63.6,689.0,3724.0,28862.0,41.8293,3,22,2015-01-08
2015-01-08 23:00:00+00:00,73.14,55.5,581.0,3880.0,27334.0,41.8293,3,23,2015-01-08
2015-01-09 00:00:00+00:00,67.7,60.47,72.0,3653.0,27430.0,40.6814,4,0,2015-01-09
2015-01-09 01:00:00+00:00,61.05,52.88,72.0,3482.0,25783.0,40.6814,4,1,2015-01-09
2015-01-09 02:00:00+00:00,59.61,48.62,73.0,3466.0,24718.0,40.6814,4,2,2015-01-09
2015-01-09 03:00:00+00:00,58.65,47.69,42.0,3526.0,24185.0,40.6814,4,3,2015-01-09
2015-01-09 04:00:00+00:00,58.4,45.85,29.0,3602.0,23980.0,40.6814,4,4,2015-01-09
2015-01-09 05:00:00+00:00,59.77,45.78,41.0,3582.0,24139.0,40.6814,4,5,2015-01-09
2015-01-09 06:00:00+00:00,68.38,49.3,34.0,3911.0,25737.0,40.6814,4,6,2015-01-09
2015-01-09 07:00:00+00:00,75.5,55.93,65.0,4167.0,27995.0,40.6814,4,7,2015-01-09
2015-01-09 08:00:00+00:00,81.67,60.47,386.0,4273.0,29747.0,40.6814,4,8,2015-01-09
2015-01-09 09:00:00+00:00,85.8,57.5,1217.0,3856.0,31824.0,40.6814,4,9,2015-01-09
2015-01-09 10:00:00+00:00,92.0,59.57,2336.0,3894.0,33063.0,40.6814,4,10,2015-01-09
2015-01-09 11:00:00+00:00,89.66,60.47,3164.0,3821.0,33748.0,40.6814,4,11,2015-01-09
2015-01-09 12:00:00+00:00,85.5,63.52,3407.0,3705.0,34392.0,40.6814,4,12,2015-01-09
2015-01-09 13:00:00+00:00,81.22,63.69,3874.0,3614.0,34891.0,40.6814,4,13,2015-01-09
2015-01-09 14:00:00+00:00,77.08,60.47,4218.0,3740.0,33853.0,40.6814,4,14,2015-01-09
2015-01-09 15:00:00+00:00,77.33,60.1,4084.0,3949.0,32981.0,40.6814,4,15,2015-01-09
2015-01-09 16:00:00+00:00,80.09,62.53,3846.0,4323.0,32846.0,40.6814,4,16,2015-01-09
2015-01-09 17:00:00+00:00,81.64,63.01,3394.0,4708.0,32833.0,40.6814,4,17,2015-01-09
2015-01-09 18:00:00+00:00,88.51,62.29,2711.0,5369.0,32283.0,40.6814,4,18,2015-01-09
2015-01-09 19:00:00+00:00,89.0,61.51,1832.0,5950.0,31942.0,40.6814,4,19,2015-01-09
2015-01-09 20:00:00+00:00,87.11,65.5,931.0,5984.0,32045.0,40.6814,4,20,2015-01-09
2015-01-09 21:00:00+00:00,82.13,67.67,440.0,5860.0,33356.0,40.6814,4,21,2015-01-09
2015-01-09 22:00:00+00:00,78.39,61.51,424.0,5616.0,31269.0,40.6814,4,22,2015-01-09
2015-01-09 23:00:00+00:00,72.17,54.9,417.0,5120.0,28845.0,40.6814,4,23,2015-01-09
2015-01-10 00:00:00+00:00,61.8,56.65,268.0,1058.0,24575.0,40.6814,5,0,2015-01-10
2015-01-10 01:00:00+00:00,59.46,53.5,196.0,905.0,23348.0,40.6814,5,1,2015-01-10
2015-01-10 02:00:00+00:00,55.97,49.69,202.0,890.0,22480.0,40.6814,5,2,2015-01-10
2015-01-10 03:00:00+00:00,55.03,49.1,61.0,939.0,22330.0,40.6814,5,3,2015-01-10
2015-01-10 04:00:00+00:00,54.53,51.25,45.0,910.0,22165.0,40.6814,5,4,2015-01-10
2015-01-10 05:00:00+00:00,55.44,53.6,35.0,872.0,22491.0,40.6814,5,5,2015-01-10
2015-01-10 06:00:00+00:00,57.22,58.02,27.0,869.0,24284.0,40.6814,5,6,2015-01-10
2015-01-10 07:00:00+00:00,63.84,63.03,31.0,962.0,27772.0,40.6814,5,7,2015-01-10
2015-01-10 08:00:00+00:00,71.4,63.56,237.0,1090.0,29263.0,40.6814,5,8,2015-01-10
2015-01-10 09:00:00+00:00,74.51,64.66,1093.0,1218.0,29664.0,40.6814,5,9,2015-01-10
2015-01-10 10:00:00+00:00,77.05,63.9,2703.0,995.0,30369.0,40.6814,5,10,2015-01-10
2015-01-10 11:00:00+00:00,75.49,61.9,4196.0,783.0,30650.0,40.6814,5,11,2015-01-10
2015-01-10 12:00:00+00:00,74.23,60.9,4699.0,1454.0,30964.0,40.6814,5,12,2015-01-10
2015-01-10 13:00:00+00:00,74.0,59.8,5068.0,2133.0,30930.0,40.6814,5,13,2015-01-10
2015-01-10 14:00:00+00:00,72.86,56.8,4903.0,2881.0,29821.0,40.6814,5,14,2015-01-10
2015-01-10 15:00:00+00:00,69.68,53.6,4585.0,3109.0,29284.0,40.6814,5,15,2015-01-10
2015-01-10 16:00:00+00:00,68.36,53.5,3645.0,3681.0,29705.0,40.6814,5,16,2015-01-10
2015-01-10 17:00:00+00:00,71.77,54.9,3526.0,4175.0,29953.0,40.6814,5,17,2015-01-10
2015-01-10 18:00:00+00:00,77.55,55.26,2622.0,4614.0,29914.0,40.6814,5,18,2015-01-10
2015-01-10 19:00:00+00:00,78.67,61.0,1492.0,4510.0,29920.0,40.6814,5,19,2015-01-10
2015-01-10 20:00:00+00:00,78.46,61.69,723.0,4211.0,32363.0,40.6814,5,20,2015-01-10
2015-01-10 21:00:00+00:00,78.1,61.0,496.0,4406.0,31869.0,40.6814,5,21,2015-01-10
2015-01-10 22:00:00+00:00,70.98,56.8,453.0,4116.0,28549.0,40.6814,5,22,2015-01-10
2015-01-10 23:00:00+00:00,62.14,53.0,461.0,3281.0,26142.0,40.6814,5,23,2015-01-10
2015-01-11 00:00:00+00:00,60.35,53.21,23.0,4187.0,22654.0,40.1868,6,0,2015-01-11
2015-01-11 01:00:00+00:00,54.98,36.1,3.0,4828.0,21215.0,40.1868,6,1,2015-01-11
2015-01-11 02:00:00+00:00,53.36,34.0,14.0,5191.0,20177.0,40.1868,6,2,2015-01-11
2015-01-11 03:00:00+00:00,52.62,31.0,17.0,5771.0,19623.0,40.1868,6,3,2015-01-11
2015-01-11 04:00:00+00:00,49.17,25.17,32.0,5999.0,19453.0,40.1868,6,4,2015-01-11
2015-01-11 05:00:00+00:00,47.97,25.46,27.0,6393.0,19430.0,40.1868,6,5,2015-01-11
2015-01-11 06:00:00+00:00,49.1,26.56,10.0,7013.0,19825.0,40.1868,6,6,2015-01-11
2015-01-11 07:00:00+00:00,49.91,26.25,35.0,7469.0,20080.0,40.1868,6,7,2015-01-11
2015-01-11 08:00:00+00:00,51.53,26.26,348.0,8003.0,20529.0,40.1868,6,8,2015-01-11
2015-01-11 09:00:00+00:00,55.87,27.3,1019.0,8890.0,22303.0,40.1868,6,9,2015-01-11
2015-01-11 10:00:00+00:00,55.81,27.42,2140.0,10121.0,23863.0,40.1868,6,10,2015-01-11
