,var_test_rmse,var_test_r2
0,3.5916144935942214,0.8885078709854556
1,4.17026017551386,0.8681582123665608
2,4.240680813907165,0.8696395986315931
3,4.388879508880362,0.8607070349732512
4,4.353137437098405,0.8614033472280542
5,4.624774458530625,0.852603295167881
6,5.256325145595725,0.8086844260329719
7,5.538031806757177,0.7711226867630048
8,5.583138525893488,0.7450910993109982
9,5.271569521467817,0.7521050611723743
10,5.329559124851746,0.7458355663622065
11,5.588290515616434,0.7328973060266801
12,5.8803181387498205,0.7231015517674328
13,6.079003086006171,0.7099271564788023
14,6.413223080036401,0.7031078684217198
15,6.6844553988354445,0.6990172936709295
16,6.665773363753796,0.718462727912954
17,6.660991628026255,0.7119716638707311
18,6.655414304207115,0.6859128801933049
19,6.415310530662234,0.6287632159355707
20,6.082174971397329,0.5387837008099166
21,5.824101106815873,0.5407910029258107
22,5.835192033806326,0.562541641692844
23,6.676650752050212,0.5371016926458805
